#Período
#Dia da semana
#Notícias Produzidas

14	29	246
16	29	243
18	29	195
20	29	232
22	29	159
0	30	73
2	30	72
4	30	49
6	30	45
8	30	80
14	30	165
16	30	109
18	30	104
20	30	92
22	30	84
0	31	71
2	31	43
4	31	25
6	31	38
8	31	60
10	31	135
12	31	156
14	31	149
16	31	113
18	31	105
20	31	134
22	31	88
0	32	55
2	32	64
4	32	39
6	32	116
8	32	135
10	32	229
12	32	272
14	32	262
16	32	208
18	32	218
20	32	202
22	32	153
0	33	79
2	33	76
4	33	58
6	33	52
8	33	130
10	33	213
12	33	245
14	33	233
16	33	226
18	33	217
20	33	218
22	33	171
0	34	77
2	34	51
4	34	71
6	34	57
8	34	112
10	34	206
12	34	245
14	34	245
16	34	232
18	34	234
20	34	208
22	34	164
0	35	79
2	35	68
4	35	64
6	35	53
8	35	141
10	35	211
12	35	269
14	35	242
16	35	217
18	35	213
20	35	202
22	35	176
0	36	74
2	36	70
4	36	59
6	36	60
8	36	111
12	36	260
14	36	285
16	36	200
18	36	276
20	36	269
22	36	151
0	37	56
2	37	55
4	37	69
6	37	33
8	37	74
10	37	129
12	37	163
14	37	146
16	37	121
18	37	118
20	37	115
22	37	89
0	38	46
2	38	42
4	38	20
6	38	45
8	38	49
10	38	115
12	38	154
14	38	118
16	38	117
18	38	130
20	38	118
22	38	87
0	39	71
2	39	48
4	39	44
6	39	53
8	39	117
10	39	272
12	39	268
14	39	233
16	39	238
18	39	267
20	39	254
22	39	192
0	40	83
2	40	71
4	40	67
6	40	55
8	40	119
10	40	259
12	40	300
14	40	265
16	40	283
18	40	281
20	40	254
22	40	206
0	41	92
2	41	58
4	41	74
6	41	62
8	41	119
10	41	266
12	41	290
14	41	265
16	41	259
18	41	311
20	41	255
22	41	186
0	42	100
2	42	76
4	42	61
6	42	62
8	42	126
10	42	225
12	42	261
14	42	266
16	42	231
18	42	255
20	42	256
22	42	175
0	43	101
2	43	63
4	43	76
6	43	61
8	43	115
10	43	249
12	43	254
14	43	266
16	43	241
18	43	260
20	43	227
22	43	165
0	44	80
2	44	39
4	44	39
6	44	45
8	44	64
10	44	143
12	44	143
14	44	121
16	44	121
18	44	120
20	44	103
22	44	92
0	45	65
2	45	38
4	45	32
6	45	46
8	45	41
10	45	117
12	45	135
14	45	119
16	45	129
18	45	124
20	45	121
22	45	93
0	46	50
2	46	48
4	46	41
6	46	55
8	46	124
10	46	223
12	46	261
14	46	246
16	46	239
18	46	258
20	46	250
22	46	188
0	47	84
2	47	65
4	47	55
6	47	43
8	47	120
10	47	231
12	47	282
14	47	291
16	47	209
18	47	218
20	47	214
22	47	142
0	48	83
2	48	55
4	48	48
6	48	52
8	48	113
10	48	185
12	48	330
14	48	260
16	48	222
18	48	305
20	48	207
22	48	211
0	49	58
2	49	47
4	49	66
6	49	57
8	49	88
10	49	206
12	49	209
14	49	319
16	49	199
18	49	301
20	49	246
22	49	143
0	50	107
2	50	49
4	50	64
6	50	56
8	50	106
10	50	126
12	50	152
14	50	160
16	50	259
18	50	169
20	50	111
22	50	91
0	51	57
2	51	44
4	51	55
6	51	32
8	51	62
10	51	89
12	51	187
14	51	136
16	51	123
18	51	149
20	51	127
22	51	94
0	52	66
2	52	33
4	52	42
6	52	50
8	52	70
10	52	118
12	52	144
14	52	133
16	52	125
18	52	158
20	52	146
22	52	115
0	53	67
2	53	53
4	53	44
6	53	64
8	53	115
10	53	250
12	53	270
14	53	234
16	53	235
18	53	258
20	53	289
22	53	152
0	54	99
2	54	66
4	54	62
6	54	67
8	54	145
10	54	249
12	54	251
14	54	199
16	54	293
18	54	279
20	54	250
22	54	184
0	55	101
2	55	62
4	55	82
6	55	43
8	55	105
10	55	199
12	55	362
14	55	282
16	55	280
18	55	200
20	55	247
22	55	150
0	56	98
2	56	61
4	56	69
6	56	61
8	56	137
10	56	284
12	56	262
14	56	259
16	56	244
18	56	275
20	56	188
22	56	168
0	57	78
2	57	51
4	57	60
6	57	43
8	57	112
10	57	171
12	57	313
14	57	256
16	57	212
18	57	281
20	57	187
22	57	179
0	58	73
2	58	49
4	58	45
6	58	32
8	58	64
10	58	151
12	58	113
14	58	160
16	58	121
18	58	144
20	58	88
22	58	69
0	59	51
2	59	49
4	59	31
6	59	64
8	59	62
10	59	127
12	59	144
14	59	138
16	59	142
18	59	129
20	59	115
22	59	77
0	60	69
2	60	62
4	60	35
6	60	78
8	60	124
10	60	297
12	60	260
14	60	197
16	60	180
18	60	181
20	60	168
22	60	282
0	61	89
2	61	77
4	61	49
6	61	33
8	61	150
10	61	252
12	61	259
14	61	292
16	61	237
18	61	223
20	61	155
22	61	173
0	62	87
2	62	58
4	62	33
6	62	59
8	62	165
10	62	289
12	62	245
14	62	200
16	62	257
18	62	263
20	62	227
22	62	147
0	63	136
2	63	84
4	63	71
6	63	61
8	63	119
10	63	242
12	63	251
14	63	260
16	63	148
18	63	284
20	63	265
22	63	157
0	64	58
2	64	70
4	64	66
6	64	70
8	64	136
10	64	223
12	64	263
14	64	228
16	64	228
18	64	246
20	64	216
22	64	157
0	65	78
2	65	57
4	65	54
6	65	50
8	65	75
10	65	144
12	65	141
14	65	125
16	65	127
18	65	123
20	65	107
22	65	86
0	66	57
2	66	25
4	66	30
6	66	65
8	66	73
10	66	110
12	66	129
14	66	114
16	66	120
18	66	122
20	66	117
22	66	90
0	67	62
2	67	48
4	67	54
6	67	63
8	67	133
10	67	232
12	67	246
14	67	247
16	67	224
18	67	256
20	67	239
22	67	185
0	68	88
2	68	60
4	68	60
6	68	67
8	68	119
10	68	228
12	68	249
14	68	269
16	68	237
18	68	253
20	68	239
22	68	193
0	69	84
2	69	63
4	69	77
6	69	50
8	69	150
10	69	237
12	69	228
14	69	258
16	69	221
18	69	218
20	69	187
22	69	174
0	70	97
2	70	70
4	70	81
6	70	74
8	70	118
10	70	228
12	70	208
14	70	212
16	70	199
18	70	198
20	70	210
22	70	166
2	71	145
4	71	65
6	71	70
8	71	116
10	71	222
12	71	243
14	71	226
16	71	182
18	71	215
20	71	183
22	71	149
0	72	79
2	72	62
4	72	52
6	72	50
8	72	56
10	72	127
12	72	144
14	72	119
16	72	126
18	72	107
20	72	101
22	72	91
0	73	57
2	73	30
4	73	41
6	73	39
8	73	55
10	73	110
12	73	123
14	73	132
16	73	114
18	73	125
20	73	121
22	73	95
0	74	49
2	74	42
4	74	60
6	74	67
8	74	134
10	74	223
12	74	259
14	74	209
16	74	186
18	74	209
20	74	197
22	74	157
0	75	71
2	75	78
4	75	62
6	75	42
8	75	126
10	75	198
12	75	219
14	75	216
16	75	216
18	75	205
20	75	173
22	75	148
0	76	90
2	76	54
4	76	53
6	76	64
8	76	132
10	76	221
12	76	218
14	76	232
16	76	199
18	76	234
20	76	203
22	76	178
0	77	104
2	77	51
4	77	48
6	77	53
8	77	156
10	77	215
12	77	238
14	77	224
16	77	223
18	77	232
20	77	233
22	77	152
0	78	101
2	78	55
4	78	51
6	78	71
8	78	117
10	78	225
12	78	217
14	78	221
16	78	200
18	78	231
20	78	187
22	78	154
0	79	87
2	79	44
4	79	50
6	79	37
8	79	58
10	79	114
12	79	151
14	79	134
16	79	118
18	79	126
20	79	89
22	79	71
0	80	61
2	80	34
4	80	49
6	80	36
8	80	65
10	80	125
12	80	147
14	80	115
16	80	111
18	80	166
20	80	118
22	80	75
0	81	66
2	81	54
4	81	48
6	81	37
8	81	115
10	81	213
12	81	216
14	81	212
16	81	184
18	81	228
20	81	210
22	81	146
0	82	74
2	82	50
4	82	46
6	82	46
8	82	94
10	82	215
12	82	202
14	82	198
16	82	205
18	82	247
20	82	230
22	82	188
0	83	95
2	83	66
4	83	58
6	83	66
8	83	138
10	83	220
12	83	220
14	83	211
16	83	210
18	83	217
20	83	197
22	83	179
0	84	79
2	84	47
4	84	60
6	84	46
8	84	151
10	84	226
12	84	215
14	84	230
16	84	194
18	84	225
